eventdate,hotelid,nationality,client_nationality,total_requests,total_availability,availability_percentage,orders,gb,conversion_rate_percentage,net_revenue_over_gb_perc,fee_over_gb_perc
"noviembre 16, 2025","291,359",HN,,51,51,1,0,0,0,0,0
"noviembre 21, 2025","291,359",SG,,"5,098","4,639",0.91,0,0,0,0,0
"noviembre 20, 2025","330,061",BO,,146,91,0.62,0,0,0,0,0
"noviembre 9, 2025","291,359",SV,,71,63,0.89,0,0,0,0,0
"noviembre 10, 2025","290,997",LB,,53,52,0.98,0,0,0,0,0
"noviembre 14, 2025","290,564",KE,,1,1,1,0,0,0,0,0
"noviembre 5, 2025","290,997",PK,,9,1,0.11,0,0,0,0,0
"noviembre 10, 2025","290,564",TN,,1,1,1,0,0,0,0,0
"noviembre 15, 2025","290,966",GE,,1,1,1,0,0,0,0,0
"noviembre 2, 2025","351,212",RE,,1,1,1,0,0,0,0,0
"noviembre 5, 2025","330,061",NG,,9,9,1,0,0,0,0,0
"noviembre 20, 2025","290,997",EG,,8,5,0.63,0,0,0,0,0
"noviembre 16, 2025","290,966",HK,,54,51,0.94,0,0,0,0,0
"noviembre 11, 2025","290,564",HU,,7,2,0.29,0,0,0,0,0
"noviembre 23, 2025","351,212",LV,,3,2,0.67,0,0,0,0,0
"noviembre 15, 2025","290,997",FR,,"1,059",785,0.74,0,0,0,0,0
"noviembre 16, 2025","290,966",IS,,1,1,1,0,0,0,0,0
"noviembre 24, 2025","290,564",PN,,17,17,1,0,0,0,0,0
"noviembre 17, 2025","290,564",HR,,5,4,0.8,0,0,0,0,0
"noviembre 20, 2025","351,212",CA,,"4,392","3,887",0.89,0,0,0,0,0
"noviembre 13, 2025","290,564",PT,,373,336,0.9,0,0,0,0,0
"noviembre 25, 2025","290,997",SE,,101,56,0.55,0,0,0,0,0
"noviembre 21, 2025","291,359",BE,,62,58,0.94,0,0,0,0,0
"noviembre 6, 2025","351,212",PL,,540,391,0.72,0,0,0,0,0
"noviembre 11, 2025","290,966",gt,,3,0,0,0,0,0,0,0
"noviembre 7, 2025","290,997",LV,,2,2,1,0,0,0,0,0
"noviembre 21, 2025","291,359",KR,,61,55,0.9,0,0,0,0,0
"noviembre 8, 2025","351,212",SV,,151,130,0.86,0,0,0,0,0
"noviembre 21, 2025","330,061",AO,,3,0,0,0,0,0,0,0
"noviembre 7, 2025","330,061",JP,,117,106,0.91,0,0,0,0,0
"noviembre 10, 2025","290,966",NL,,396,316,0.8,0,0,0,0,0
"noviembre 5, 2025","290,564",NL,,214,141,0.66,0,0,0,0,0
"noviembre 9, 2025","290,997",CZ,,6,3,0.5,0,0,0,0,0
"noviembre 5, 2025","351,212",BH,,3,0,0,0,0,0,0,0
"noviembre 18, 2025","290,997",BZ,,1,0,0,0,0,0,0,0
"noviembre 12, 2025","290,564",GP,,1,1,1,0,0,0,0,0
"noviembre 1, 2025","291,359",CN,,"31,345","24,252",0.77,0,0,0,0,0
"noviembre 10, 2025","351,212",ID,,9,9,1,0,0,0,0,0
"noviembre 25, 2025","290,997",KG,,3,3,1,0,0,0,0,0
"noviembre 22, 2025","290,966",CA,,"4,409","3,295",0.75,0,0,0,0,0
"noviembre 23, 2025","330,061",BG,,1,1,1,0,0,0,0,0
"noviembre 22, 2025","330,061",ID,,16,12,0.75,0,0,0,0,0
"noviembre 15, 2025","290,997",NI,,2,0,0,0,0,0,0,0
"noviembre 7, 2025","291,359",N/A,,"77,260","54,734",0.71,0,0,0,0,0
"noviembre 13, 2025","351,212",TR,,173,151,0.87,0,0,0,0,0
"noviembre 16, 2025","351,212",GE,,2,2,1,0,0,0,0,0
"noviembre 16, 2025","290,564",AO,,3,0,0,0,0,0,0,0
"noviembre 23, 2025","290,997",CR,,260,188,0.72,0,0,0,0,0
"noviembre 12, 2025","290,997",DE,,"1,864","1,290",0.69,0,0,0,0,0
"noviembre 13, 2025","290,966",VE,,35,23,0.66,0,0,0,0,0
"noviembre 22, 2025","290,564",CY,,175,175,1,0,0,0,0,0
"noviembre 16, 2025","290,564",CZ,,38,27,0.71,0,0,0,0,0
"noviembre 2, 2025","290,966",VN,,11,6,0.55,0,0,0,0,0
"noviembre 4, 2025","290,564",MY,,2,2,1,0,0,0,0,0
"noviembre 15, 2025","290,966",EG,,39,35,0.9,0,0,0,0,0
"noviembre 23, 2025","351,212",ES,,"84,997","73,902",0.87,0,0,0,0,0
"noviembre 18, 2025","351,212",GB,,"9,972","8,914",0.89,0,0,0,0,0
"noviembre 13, 2025","290,997",KW,,30,30,1,0,0,0,0,0
"noviembre 18, 2025","290,966",KW,,1,1,1,0,0,0,0,0
"noviembre 10, 2025","351,212",EE,,4,2,0.5,0,0,0,0,0
"noviembre 5, 2025","290,966",MT,,2,2,1,0,0,0,0,0
"noviembre 25, 2025","290,966",HK,,116,68,0.59,0,0,0,0,0
"noviembre 7, 2025","290,966",VN,,6,6,1,0,0,0,0,0
"noviembre 7, 2025","290,564",HU,,12,9,0.75,0,0,0,0,0
"noviembre 19, 2025","290,564",BA,,16,11,0.69,0,0,0,0,0
"noviembre 14, 2025","290,997",BS,,9,9,1,0,0,0,0,0
"noviembre 26, 2025","290,997",DO,,73,70,0.96,0,0,0,0,0
"noviembre 15, 2025","330,061",HK,,28,23,0.82,0,0,0,0,0
"noviembre 13, 2025","290,997",ZA,,13,8,0.62,0,0,0,0,0
"noviembre 9, 2025","290,966",IE,,105,86,0.82,0,0,0,0,0
"noviembre 18, 2025","290,966",IT,,617,580,0.94,0,0,0,0,0
"noviembre 26, 2025","290,997",KG,,12,3,0.25,0,0,0,0,0
"noviembre 6, 2025","330,061",HR,,11,9,0.82,0,0,0,0,0
"noviembre 16, 2025","290,966",KZ,,9,7,0.78,0,0,0,0,0
"noviembre 10, 2025","290,997",PY,,157,139,0.89,0,0,0,0,0
"noviembre 9, 2025","351,212",TW,,29,22,0.76,0,0,0,0,0
"noviembre 23, 2025","290,966",CY,,65,65,1,0,0,0,0,0
"noviembre 19, 2025","290,966",AM,,32,32,1,0,0,0,0,0
"noviembre 24, 2025","351,212",HR,,11,0,0,0,0,0,0,0
"noviembre 1, 2025","290,564",N/A,,"47,111","33,595",0.71,0,0,0,0,0
"noviembre 11, 2025","290,966",GT,,"1,520",874,0.58,0,0,0,0,0
"noviembre 7, 2025","290,997",CA,,"7,545","5,214",0.69,0,0,0,0,0
"noviembre 19, 2025","330,061",CH,,67,64,0.96,0,0,0,0,0
"noviembre 4, 2025","290,966",SE,,93,61,0.66,0,0,0,0,0
"noviembre 3, 2025","290,564",ID,,115,94,0.82,0,0,0,0,0
"noviembre 1, 2025","290,564",HR,,9,5,0.56,0,0,0,0,0
"noviembre 10, 2025","290,997",TH,,"10,212","7,454",0.73,0,0,0,0,0
"noviembre 25, 2025","351,212",SK,,9,8,0.89,0,0,0,0,0
"noviembre 10, 2025","290,966",LU,,6,5,0.83,0,0,0,0,0
"noviembre 23, 2025","290,564",HU,,11,0,0,0,0,0,0,0
"noviembre 8, 2025","351,212",DK,,37,31,0.84,0,0,0,0,0
"noviembre 8, 2025","290,966",DK,,51,38,0.75,0,0,0,0,0
"noviembre 19, 2025","290,564",BG,,58,49,0.84,0,0,0,0,0
"noviembre 16, 2025","290,997",NO,,74,30,0.41,0,0,0,0,0
"noviembre 24, 2025","290,966",AO,,1,1,1,0,0,0,0,0
"noviembre 13, 2025","290,564",SK,,12,11,0.92,0,0,0,0,0
"noviembre 11, 2025","291,359",MT,,1,1,1,0,0,0,0,0
"noviembre 21, 2025","351,212",AO,,1,1,1,0,0,0,0,0
"noviembre 20, 2025","290,997",ID,,17,0,0,0,0,0,0,0
"noviembre 17, 2025","290,997",GB,,"22,773","15,641",0.69,0,0,0,0,0
"noviembre 17, 2025","330,061",VN,,1,1,1,0,0,0,0,0
"noviembre 15, 2025","351,212",AT,,39,9,0.23,0,0,0,0,0
"noviembre 4, 2025","351,212",MX,,"19,210","14,866",0.77,0,0,0,0,0
"noviembre 22, 2025","351,212",JO,,1,0,0,0,0,0,0,0
"noviembre 21, 2025","290,966",TH,,"27,716","22,023",0.79,0,0,0,0,0
"noviembre 23, 2025","351,212",IN,,172,170,0.99,0,0,0,0,0
"noviembre 3, 2025","290,966",ME,,168,84,0.5,0,0,0,0,0
"noviembre 24, 2025","330,061",TT,,3,3,1,0,0,0,0,0
"noviembre 13, 2025","291,359",FI,,39,31,0.79,0,0,0,0,0
"noviembre 17, 2025","290,997",CZ,,28,21,0.75,0,0,0,0,0
"noviembre 16, 2025","290,997",NL,,467,343,0.73,0,0,0,0,0
"noviembre 15, 2025","290,564",DE,,"1,395",944,0.68,0,0,0,0,0
"noviembre 26, 2025","290,564",ES,,"65,625","35,016",0.53,0,0,0,0,0
"noviembre 5, 2025","290,564",MA,,5,2,0.4,0,0,0,0,0
"noviembre 15, 2025","290,966",GR,,58,57,0.98,0,0,0,0,0
"noviembre 22, 2025","291,359",EE,,3,3,1,0,0,0,0,0
"noviembre 14, 2025","290,564",do,,1,1,1,0,0,0,0,0
"noviembre 18, 2025","351,212",RO,,29,28,0.97,0,0,0,0,0
"noviembre 13, 2025","330,061",CO,,"1,141","1,017",0.89,0,0,0,0,0
"noviembre 10, 2025","290,564",RO,,59,45,0.76,0,0,0,0,0
"noviembre 26, 2025","291,359",GR,,29,25,0.86,0,0,0,0,0
"noviembre 24, 2025","351,212",GE,,1,1,1,0,0,0,0,0
"noviembre 24, 2025","290,997",IR,,6,6,1,0,0,0,0,0
"noviembre 23, 2025","291,359",AO,,2,2,1,0,0,0,0,0
"noviembre 7, 2025","330,061",BR,,"4,742","3,896",0.82,0,0,0,0,0
"noviembre 4, 2025","351,212",BG,,4,3,0.75,0,0,0,0,0
"noviembre 1, 2025","290,966",SE,,110,89,0.81,0,0,0,0,0
"noviembre 15, 2025","290,564",LU,,4,2,0.5,0,0,0,0,0
"noviembre 20, 2025","351,212",LT,,22,21,0.95,0,0,0,0,0
"noviembre 6, 2025","351,212",BA,,6,6,1,0,0,0,0,0
"noviembre 19, 2025","290,997",AM,,26,26,1,0,0,0,0,0
"noviembre 14, 2025","290,966",CY,,2,1,0.5,0,0,0,0,0
"noviembre 11, 2025","290,564",SI,,11,4,0.36,0,0,0,0,0
"noviembre 24, 2025","290,966",JO,,24,0,0,0,0,0,0,0
"noviembre 24, 2025","290,564",RO,,46,24,0.52,0,0,0,0,0
"noviembre 15, 2025","351,212",UY,,164,160,0.98,0,0,0,0,0
"noviembre 21, 2025","290,966",IT,,"1,015",918,0.9,0,0,0,0,0
"noviembre 24, 2025","290,997",KG,,10,3,0.3,0,0,0,0,0
"noviembre 14, 2025","291,359",KG,,1,0,0,0,0,0,0,0
"noviembre 23, 2025","290,966",FI,,54,32,0.59,0,0,0,0,0
"noviembre 2, 2025","291,359",N/A,,"80,051","50,164",0.63,0,0,0,0,0
"noviembre 20, 2025","290,997",BE,,84,57,0.68,0,0,0,0,0
"noviembre 26, 2025","351,212",LK,,1,1,1,0,0,0,0,0
"noviembre 17, 2025","351,212",LB,,5,3,0.6,0,0,0,0,0
"noviembre 14, 2025","330,061",CY,,1,0,0,0,0,0,0,0
"noviembre 16, 2025","291,359",UA,,11,9,0.82,0,0,0,0,0
"noviembre 18, 2025","330,061",SK,,3,0,0,0,0,0,0,0
"noviembre 1, 2025","290,997",CN,,"61,933","33,683",0.54,0,0,0,0,0
"noviembre 16, 2025","351,212",HN,,25,25,1,0,0,0,0,0
"noviembre 26, 2025","351,212",CU,,1,1,1,0,0,0,0,0
"noviembre 11, 2025","290,564",BR,,"2,698","2,009",0.74,0,0,0,0,0
"noviembre 26, 2025","290,997",PR,,18,12,0.67,0,0,0,0,0
"noviembre 13, 2025","330,061",GT,,972,913,0.94,0,0,0,0,0
"noviembre 8, 2025","290,997",MY,,9,4,0.44,0,0,0,0,0
"noviembre 21, 2025","330,061",GB,,"1,515","1,236",0.82,0,0,0,0,0
"noviembre 13, 2025","290,997",MV,,1,1,1,0,0,0,0,0
"noviembre 2, 2025","290,564",CH,,34,27,0.79,0,0,0,0,0
"noviembre 13, 2025","290,997",N/A,,"78,964","56,934",0.72,0,0,0,0,0
"noviembre 7, 2025","290,966",NG,,13,9,0.69,0,0,0,0,0
"noviembre 6, 2025","351,212",IT,,512,463,0.9,0,0,0,0,0
"noviembre 20, 2025","351,212",EG,,5,4,0.8,0,0,0,0,0
"noviembre 10, 2025","291,359",PA,,53,51,0.96,0,0,0,0,0
"noviembre 16, 2025","290,966",KR,,22,20,0.91,0,0,0,0,0
"noviembre 20, 2025","291,359",CW,,19,19,1,0,0,0,0,0
"noviembre 4, 2025","291,359",CA,,"2,701","1,816",0.67,0,0,0,0,0
"noviembre 23, 2025","290,564",PE,,104,69,0.66,0,0,0,0,0
"noviembre 18, 2025","290,966",MK,,1,1,1,0,0,0,0,0
"noviembre 19, 2025","351,212",ES,,"74,862","62,660",0.84,0,0,0,0,0
"noviembre 23, 2025","290,966",RU,,524,470,0.9,0,0,0,0,0
"noviembre 14, 2025","351,212",PY,,127,114,0.9,0,0,0,0,0
"noviembre 5, 2025","351,212",UM,,4,4,1,0,0,0,0,0
"noviembre 13, 2025","291,359",BD,,1,0,0,0,0,0,0,0
"noviembre 21, 2025","291,359",CI,,2,0,0,0,0,0,0,0
"noviembre 24, 2025","351,212",BG,,40,29,0.73,0,0,0,0,0
"noviembre 24, 2025","290,966",ME,,199,166,0.83,0,0,0,0,0
"noviembre 17, 2025","330,061",AT,,34,23,0.68,0,0,0,0,0
"noviembre 9, 2025","351,212",JP,,122,120,0.98,0,0,0,0,0
"noviembre 6, 2025","290,997",CA,,"7,935","5,340",0.67,0,0,0,0,0
"noviembre 23, 2025","290,966",IN,,103,18,0.17,0,0,0,0,0
"noviembre 2, 2025","290,997",DK,,37,14,0.38,0,0,0,0,0
"noviembre 2, 2025","290,564",NL,,47,27,0.57,0,0,0,0,0
"noviembre 21, 2025","330,061",RU,,108,64,0.59,0,0,0,0,0
"noviembre 11, 2025","351,212",NL,,379,316,0.83,0,0,0,0,0
"noviembre 7, 2025","290,997",sv,,1,1,1,0,0,0,0,0
"noviembre 7, 2025","290,997",SV,,226,132,0.58,0,0,0,0,0
"noviembre 20, 2025","290,564",PT,,554,458,0.83,0,0,0,0,0
"noviembre 18, 2025","330,061",BG,,4,2,0.5,0,0,0,0,0
"noviembre 21, 2025","291,359",GB,,"4,866","3,480",0.72,0,0,0,0,0
"noviembre 6, 2025","351,212",MX,,"33,142","26,800",0.81,1,256,0,6,4
"noviembre 16, 2025","351,212",GR,,19,14,0.74,0,0,0,0,0
"noviembre 15, 2025","290,564",CR,,294,189,0.64,0,0,0,0,0
"noviembre 6, 2025","291,359",NG,,7,0,0,0,0,0,0,0
"noviembre 11, 2025","351,212",NZ,,31,26,0.84,0,0,0,0,0
"noviembre 15, 2025","351,212",TN,,2,2,1,0,0,0,0,0
"noviembre 10, 2025","290,997",GT,,"1,177",476,0.4,0,0,0,0,0
"noviembre 11, 2025","330,061",US,,"81,850","47,525",0.58,0,0,0,0,0
"noviembre 26, 2025","290,966",OM,,5,5,1,0,0,0,0,0
"noviembre 5, 2025","290,966",BA,,3,3,1,0,0,0,0,0
"noviembre 6, 2025","330,061",ME,,30,18,0.6,0,0,0,0,0
"noviembre 21, 2025","330,061",KZ,,14,11,0.79,0,0,0,0,0
"noviembre 16, 2025","290,997",LB,,2,2,1,0,0,0,0,0
"noviembre 3, 2025","351,212",NI,,47,47,1,0,0,0,0,0
"noviembre 5, 2025","351,212",PH,,3,2,0.67,0,0,0,0,0
"noviembre 21, 2025","291,359",AU,,285,163,0.57,0,0,0,0,0
"noviembre 3, 2025","291,359",GR,,67,67,1,0,0,0,0,0
"noviembre 1, 2025","290,997",NG,,11,9,0.82,0,0,0,0,0
"noviembre 2, 2025","290,564",ES,,"28,885","21,218",0.73,0,0,0,0,0
"noviembre 14, 2025","351,212",LV,,1,0,0,0,0,0,0,0
"noviembre 3, 2025","290,966",MA,,3,2,0.67,0,0,0,0,0
"noviembre 23, 2025","290,966",FR,,814,505,0.62,0,0,0,0,0
"noviembre 5, 2025","290,564",KG,,4,2,0.5,0,0,0,0,0
"noviembre 10, 2025","330,061",PL,,27,27,1,0,0,0,0,0
"noviembre 17, 2025","290,997",PE,,767,480,0.63,0,0,0,0,0
"noviembre 9, 2025","290,564",RS,,44,44,1,0,0,0,0,0
"noviembre 5, 2025","290,966",NI,,73,1,0.01,0,0,0,0,0
"noviembre 14, 2025","290,966",BA,,6,4,0.67,0,0,0,0,0
"noviembre 24, 2025","291,359",BR,,"10,113","7,705",0.76,0,0,0,0,0
"noviembre 9, 2025","330,061",CN,,"3,697","3,365",0.91,0,0,0,0,0
"noviembre 14, 2025","351,212",AE,,83,68,0.82,0,0,0,0,0
"noviembre 3, 2025","291,359",AR,,"1,925","1,475",0.77,0,0,0,0,0
"noviembre 16, 2025","330,061",DE,,660,621,0.94,0,0,0,0,0
"noviembre 19, 2025","351,212",CA,,"3,958","3,515",0.89,0,0,0,0,0
"noviembre 4, 2025","291,359",mx,,1,1,1,2,134,200,6,4
"noviembre 3, 2025","290,564",BE,,15,12,0.8,0,0,0,0,0
"noviembre 22, 2025","290,966",PH,,11,6,0.55,0,0,0,0,0
"noviembre 14, 2025","351,212",PT,,487,427,0.88,0,0,0,0,0
"noviembre 17, 2025","291,359",BG,,101,66,0.65,0,0,0,0,0
"noviembre 2, 2025","290,966",FI,,29,19,0.66,0,0,0,0,0
"noviembre 8, 2025","290,966",RS,,85,85,1,0,0,0,0,0
"noviembre 19, 2025","291,359",IR,,8,2,0.25,0,0,0,0,0
"noviembre 13, 2025","290,564",PR,,33,5,0.15,0,0,0,0,0
"noviembre 17, 2025","291,359",CH,,163,139,0.85,0,0,0,0,0
"noviembre 6, 2025","290,997",UY,,208,147,0.71,0,0,0,0,0
"noviembre 5, 2025","351,212",BG,,13,11,0.85,0,0,0,0,0
"noviembre 4, 2025","291,359",MX,,"46,752","31,823",0.68,2,134,0,6,4
"noviembre 14, 2025","330,061",AE,,20,20,1,0,0,0,0,0
"noviembre 1, 2025","351,212",HN,,14,8,0.57,0,0,0,0,0
"noviembre 7, 2025","290,966",SA,,44,36,0.82,0,0,0,0,0
"noviembre 22, 2025","290,997",PK,,38,37,0.97,0,0,0,0,0
"noviembre 19, 2025","290,564",CN,,"48,791","34,498",0.71,0,0,0,0,0
"noviembre 19, 2025","291,359",AE,,51,43,0.84,0,0,0,0,0
"noviembre 18, 2025","330,061",CL,,73,70,0.96,0,0,0,0,0
"noviembre 10, 2025","291,359",BO,,135,87,0.64,0,0,0,0,0
"noviembre 18, 2025","290,966",JO,,34,7,0.21,0,0,0,0,0
"noviembre 1, 2025","290,564",CL,,436,406,0.93,0,0,0,0,0
"noviembre 5, 2025","291,359",HK,,235,139,0.59,0,0,0,0,0
"noviembre 15, 2025","351,212",IL,,20,18,0.9,0,0,0,0,0
"noviembre 15, 2025","290,997",PT,,646,527,0.82,0,0,0,0,0
"noviembre 22, 2025","290,997",ZM,,1,0,0,0,0,0,0,0
"noviembre 10, 2025","330,061",AD,,11,11,1,0,0,0,0,0
"noviembre 3, 2025","290,564",GT,,"1,018",492,0.48,0,0,0,0,0
"noviembre 19, 2025","351,212",SE,,71,66,0.93,0,0,0,0,0
"noviembre 26, 2025","290,564",AU,,161,134,0.83,0,0,0,0,0
"noviembre 16, 2025","291,359",DO,,15,11,0.73,0,0,0,0,0
"noviembre 9, 2025","291,359",AT,,71,50,0.7,0,0,0,0,0
"noviembre 23, 2025","330,061",IE,,30,25,0.83,0,0,0,0,0
"noviembre 25, 2025","290,966",AR,,"1,717","1,637",0.95,0,0,0,0,0
"noviembre 14, 2025","291,359",RO,,46,33,0.72,0,0,0,0,0
"noviembre 4, 2025","351,212",AZ,,2,2,1,0,0,0,0,0
"noviembre 7, 2025","330,061",PY,,33,27,0.82,0,0,0,0,0
"noviembre 6, 2025","290,564",NI,,34,16,0.47,0,0,0,0,0
"noviembre 2, 2025","290,966",ES,,"64,189","48,164",0.75,0,0,0,0,0
"noviembre 21, 2025","291,359",HK,,83,45,0.54,0,0,0,0,0
"noviembre 14, 2025","291,359",UY,,272,256,0.94,0,0,0,0,0
"noviembre 12, 2025","290,997",TR,,182,84,0.46,0,0,0,0,0
"noviembre 3, 2025","291,359",GB,,"5,071","3,102",0.61,0,0,0,0,0
"noviembre 23, 2025","290,564",IQ,,9,9,1,0,0,0,0,0
"noviembre 19, 2025","351,212",DE,,"1,664","1,238",0.74,0,0,0,0,0
"noviembre 10, 2025","351,212",HU,,7,4,0.57,0,0,0,0,0
"noviembre 3, 2025","290,564",AT,,60,31,0.52,0,0,0,0,0
"noviembre 10, 2025","351,212",LU,,3,3,1,0,0,0,0,0
"noviembre 8, 2025","290,564",SI,,4,2,0.5,0,0,0,0,0
"noviembre 9, 2025","290,966",KZ,,13,13,1,0,0,0,0,0
"noviembre 26, 2025","351,212",DE,,"1,480","1,287",0.87,0,0,0,0,0
"noviembre 15, 2025","291,359",TR,,209,151,0.72,0,0,0,0,0
"noviembre 9, 2025","291,359",TH,,"133,960","120,005",0.9,0,0,0,0,0
"noviembre 14, 2025","290,564",IE,,135,115,0.85,0,0,0,0,0
"noviembre 6, 2025","351,212",GR,,47,47,1,0,0,0,0,0
"noviembre 10, 2025","351,212",SI,,3,1,0.33,0,0,0,0,0
"noviembre 5, 2025","351,212",CL,,970,767,0.79,0,0,0,0,0
"noviembre 4, 2025","290,997",NO,,32,4,0.13,0,0,0,0,0
"noviembre 23, 2025","330,061",CR,,92,79,0.86,0,0,0,0,0
"noviembre 20, 2025","351,212",VE,,57,56,0.98,0,0,0,0,0
"noviembre 6, 2025","290,966",GB,,"5,077","3,745",0.74,0,0,0,0,0
"noviembre 1, 2025","290,966",HK,,91,78,0.86,0,0,0,0,0
"noviembre 1, 2025","330,061",ID,,171,167,0.98,0,0,0,0,0
"noviembre 4, 2025","290,966",PE,,791,653,0.83,0,0,0,0,0
"noviembre 6, 2025","330,061",AR,,657,623,0.95,0,0,0,0,0
"noviembre 25, 2025","290,997",AE,,"1,064",697,0.66,0,0,0,0,0
"noviembre 24, 2025","330,061",KW,,1,0,0,0,0,0,0,0
"noviembre 11, 2025","290,564",RS,,34,33,0.97,0,0,0,0,0
"noviembre 26, 2025","290,564",CN,,"52,618","40,291",0.77,0,0,0,0,0
"noviembre 1, 2025","291,359",UZ,,4,2,0.5,0,0,0,0,0
"noviembre 26, 2025","291,359",MD,,5,1,0.2,0,0,0,0,0
"noviembre 23, 2025","290,564",RS,,9,9,1,0,0,0,0,0
"noviembre 23, 2025","291,359",PR,,9,4,0.44,0,0,0,0,0
"noviembre 3, 2025","351,212",SV,,362,220,0.61,0,0,0,0,0
"noviembre 1, 2025","291,359",AR,,"1,029",851,0.83,0,0,0,0,0
"noviembre 6, 2025","291,359",CA,,"7,062","5,376",0.76,0,0,0,0,0
"noviembre 8, 2025","290,997",QA,,3,2,0.67,0,0,0,0,0
"noviembre 4, 2025","290,564",PR,,4,2,0.5,0,0,0,0,0
"noviembre 10, 2025","290,997",gt,,2,2,1,0,0,0,0,0
"noviembre 23, 2025","290,997",GE,,1,1,1,0,0,0,0,0
"noviembre 25, 2025","290,564",AT,,52,27,0.52,0,0,0,0,0
"noviembre 20, 2025","290,966",KG,,6,6,1,0,0,0,0,0
"noviembre 16, 2025","290,564",SG,,695,592,0.85,0,0,0,0,0
"noviembre 22, 2025","290,966",DK,,119,89,0.75,0,0,0,0,0
"noviembre 14, 2025","290,564",PE,,329,301,0.91,0,0,0,0,0
"noviembre 11, 2025","351,212",BD,,12,0,0,0,0,0,0,0
"noviembre 26, 2025","291,359",VN,,33,29,0.88,0,0,0,0,0
"noviembre 14, 2025","290,564",NG,,2,2,1,0,0,0,0,0
"noviembre 8, 2025","291,359",CN,,"39,681","31,368",0.79,0,0,0,0,0
"noviembre 7, 2025","290,564",DO,,97,48,0.49,0,0,0,0,0
"noviembre 23, 2025","290,997",GT,,320,48,0.15,0,0,0,0,0
"noviembre 13, 2025","291,359",PE,,252,160,0.63,0,0,0,0,0
"noviembre 17, 2025","351,212",CY,,93,86,0.92,0,0,0,0,0
"noviembre 26, 2025","351,212",UA,,5,4,0.8,0,0,0,0,0
"noviembre 11, 2025","290,564",TN,,2,2,1,0,0,0,0,0
"noviembre 6, 2025","290,997",AW,,45,45,1,0,0,0,0,0
"noviembre 25, 2025","351,212",CH,,69,55,0.8,0,0,0,0,0
"noviembre 21, 2025","330,061",ES,,"75,012","33,382",0.45,0,0,0,0,0
"noviembre 7, 2025","330,061",EC,,210,175,0.83,0,0,0,0,0
"noviembre 25, 2025","351,212",GB,,"4,299","3,700",0.86,0,0,0,0,0
"noviembre 12, 2025","290,564",US,,"66,502","37,862",0.57,0,0,0,0,0
"noviembre 8, 2025","290,564",ME,,27,8,0.3,0,0,0,0,0
"noviembre 8, 2025","290,564",MT,,2,2,1,0,0,0,0,0
"noviembre 16, 2025","290,966",CN,,"34,101","30,384",0.89,0,0,0,0,0
"noviembre 10, 2025","290,564",TW,,31,31,1,0,0,0,0,0
"noviembre 5, 2025","290,966",US,,"94,660","74,071",0.78,0,0,0,0,0
"noviembre 26, 2025","291,359",AE,,153,96,0.63,0,0,0,0,0
"noviembre 8, 2025","291,359",AZ,,2,2,1,0,0,0,0,0
"noviembre 10, 2025","290,966",GR,,39,26,0.67,0,0,0,0,0
"noviembre 21, 2025","291,359",AZ,,33,17,0.52,0,0,0,0,0
"noviembre 22, 2025","330,061",SG,,7,7,1,0,0,0,0,0
"noviembre 6, 2025","291,359",BO,,232,146,0.63,0,0,0,0,0
"noviembre 26, 2025","291,359",N/A,,"78,922","57,717",0.73,0,0,0,0,0
"noviembre 17, 2025","330,061",SM,,4,1,0.25,0,0,0,0,0
"noviembre 2, 2025","351,212",TW,,19,6,0.32,0,0,0,0,0
"noviembre 2, 2025","330,061",EG,,2,2,1,0,0,0,0,0
"noviembre 4, 2025","291,359",EG,,2,0,0,0,0,0,0,0
"noviembre 5, 2025","290,997",NZ,,14,9,0.64,0,0,0,0,0
"noviembre 24, 2025","290,564",GR,,36,25,0.69,0,0,0,0,0
"noviembre 16, 2025","351,212",CH,,97,85,0.88,0,0,0,0,0
"noviembre 16, 2025","290,997",NZ,,27,25,0.93,0,0,0,0,0
"noviembre 12, 2025","290,564",RU,,746,560,0.75,0,0,0,0,0
"noviembre 25, 2025","330,061",SE,,43,41,0.95,0,0,0,0,0
"noviembre 5, 2025","290,966",TH,,"44,779","37,764",0.84,0,0,0,0,0
"noviembre 17, 2025","290,966",KH,,20,20,1,0,0,0,0,0
"noviembre 9, 2025","291,359",BR,,"6,366","5,183",0.81,0,0,0,0,0
"noviembre 22, 2025","290,997",UA,,1,1,1,0,0,0,0,0
"noviembre 7, 2025","351,212",IL,,69,63,0.91,0,0,0,0,0
"noviembre 6, 2025","291,359",mx,,1,1,1,1,35,100,7,6
"noviembre 6, 2025","291,359",mx,,1,1,1,3,402,300,6,4
"noviembre 24, 2025","290,564",VE,,93,3,0.03,0,0,0,0,0
"noviembre 10, 2025","351,212",BR,,"8,506","6,804",0.8,0,0,0,0,0
"noviembre 4, 2025","351,212",FI,,57,54,0.95,0,0,0,0,0
"noviembre 9, 2025","290,997",CN,,"45,529","26,940",0.59,0,0,0,0,0
"noviembre 16, 2025","290,564",NL,,374,235,0.63,0,0,0,0,0
"noviembre 26, 2025","291,359",TN,,1,1,1,0,0,0,0,0
"noviembre 19, 2025","291,359",EG,,2,2,1,0,0,0,0,0
"noviembre 8, 2025","290,966",AZ,,5,5,1,0,0,0,0,0
"noviembre 20, 2025","351,212",NG,,2,2,1,0,0,0,0,0
"noviembre 6, 2025","291,359",MX,,"83,442","62,746",0.75,1,35,0,7,6
